"","ins1","ins2","k80","chr1","start1","end1","chr2","start2","end2","mid1","mid2","same_chr","genomic_dist_mid","genomic_dist_edge","in_gap","rank"
"392","A6-Wild5B_39","A6-Wild5B_23",0.00702597854061399,"2L",20952528,20952528,"2L",2003771,2003771,20952528,2003771,TRUE,18948757,18948757,FALSE,392
"393","A6-Wild5B_47","A6-Wild5B_23",0.00702597854061399,"2L",7966456,7966456,"2L",2003771,2003771,7966456,2003771,TRUE,5962685,5962685,FALSE,393
"394","A6-Wild5B_55","A6-Wild5B_25",0.00702597854061399,"2L",18286654,18286654,"2L",10567015,10567015,18286654,10567015,TRUE,7719639,7719639,FALSE,394
"395","A6-Wild5B_55","A6-Wild5B_39",0.00702597854061399,"2L",18286654,18286654,"2L",20952528,20952528,18286654,20952528,TRUE,2665874,2665874,FALSE,395
"396","A6-Wild5B_55","A6-Wild5B_47",0.00702597854061399,"2L",18286654,18286654,"2L",7966456,7966456,18286654,7966456,TRUE,10320198,10320198,FALSE,396
"397","A6-Wild5B_141","A6-Wild5B_134",0.00702597854061399,"2R",9243894,9243894,"2R",19547861,19547861,9243894,19547861,TRUE,10303967,10303967,FALSE,397
"398","A6-Wild5B_141","A6-Wild5B_137",0.00702597854061399,"2R",9243894,9243894,"2R",5950277,5950277,9243894,5950277,TRUE,3293617,3293617,FALSE,398
"399","A6-Wild5B_142","A6-Wild5B_141",0.00702597854061399,"2R",11778230,11778230,"2R",9243894,9243894,11778230,9243894,TRUE,2534336,2534336,FALSE,399
"400","A6-Wild5B_11","A6-Wild5B_4",0.00702597854061399,"3L",8894574,8894574,"3L",12008163,12008163,8894574,12008163,TRUE,3113589,3113589,FALSE,400
"401","A6-Wild5B_19","A6-Wild5B_4",0.00702597854061399,"3L",20713459,20713459,"3L",12008163,12008163,20713459,12008163,TRUE,8705296,8705296,FALSE,401
"402","A6-Wild5B_20","A6-Wild5B_4",0.00702597854061399,"3L",22204693,22204693,"3L",12008163,12008163,22204693,12008163,TRUE,10196530,10196530,FALSE,402
"403","A6-Wild5B_11","A6-Wild5B_9",0.00702597854061399,"3L",8894574,8894574,"3L",4840417,4840417,8894574,4840417,TRUE,4054157,4054157,FALSE,403
"404","A6-Wild5B_19","A6-Wild5B_9",0.00702597854061399,"3L",20713459,20713459,"3L",4840417,4840417,20713459,4840417,TRUE,15873042,15873042,FALSE,404
"405","A6-Wild5B_20","A6-Wild5B_9",0.00702597854061399,"3L",22204693,22204693,"3L",4840417,4840417,22204693,4840417,TRUE,17364276,17364276,FALSE,405
"406","A6-Wild5B_99","A6-Wild5B_94",0.00702597854061399,"3R",27859546,27859546,"3R",20782843,20782843,27859546,20782843,TRUE,7076703,7076703,FALSE,406
"407","A6-Wild5B_103","A6-Wild5B_94",0.00702597854061399,"3R",29470824,29470824,"3R",20782843,20782843,29470824,20782843,TRUE,8687981,8687981,FALSE,407
"408","A6-Wild5B_118","A6-Wild5B_99",0.00702597854061399,"3R",20778651,20778651,"3R",27859546,27859546,20778651,27859546,TRUE,7080895,7080895,FALSE,408
"409","A6-Wild5B_120","A6-Wild5B_99",0.00702597854061399,"3R",22494566,22494566,"3R",27859546,27859546,22494566,27859546,TRUE,5364980,5364980,FALSE,409
"410","A6-Wild5B_118","A6-Wild5B_103",0.00702597854061399,"3R",20778651,20778651,"3R",29470824,29470824,20778651,29470824,TRUE,8692173,8692173,FALSE,410
"411","A6-Wild5B_120","A6-Wild5B_103",0.00702597854061399,"3R",22494566,22494566,"3R",29470824,29470824,22494566,29470824,TRUE,6976258,6976258,FALSE,411
"412","A6-Wild5B_61","A6-Wild5B_57",0.00702597854061399,"X",6307214,6307214,"X",996839,996839,6307214,996839,TRUE,5310375,5310375,FALSE,412
"413","A6-Wild5B_65","A6-Wild5B_61",0.00702597854061399,"X",11427328,11427328,"X",6307214,6307214,11427328,6307214,TRUE,5120114,5120114,FALSE,413
"414","A6-Wild5B_40","A6-Wild5B_25",0.0070309184860614,"2L",21078116,21078116,"2L",10567015,10567015,21078116,10567015,TRUE,10511101,10511101,FALSE,414
"415","A6-Wild5B_46","A6-Wild5B_25",0.0070309184860614,"2L",7934109,7934109,"2L",10567015,10567015,7934109,10567015,TRUE,2632906,2632906,FALSE,415
"416","A6-Wild5B_40","A6-Wild5B_39",0.0070309184860614,"2L",21078116,21078116,"2L",20952528,20952528,21078116,20952528,TRUE,125588,125588,FALSE,416
"417","A6-Wild5B_46","A6-Wild5B_39",0.0070309184860614,"2L",7934109,7934109,"2L",20952528,20952528,7934109,20952528,TRUE,13018419,13018419,FALSE,417
"418","A6-Wild5B_47","A6-Wild5B_40",0.0070309184860614,"2L",7966456,7966456,"2L",21078116,21078116,7966456,21078116,TRUE,13111660,13111660,FALSE,418
"419","A6-Wild5B_47","A6-Wild5B_46",0.0070309184860614,"2L",7966456,7966456,"2L",7934109,7934109,7966456,7934109,TRUE,32347,32347,FALSE,419
"420","A6-Wild5B_99","A6-Wild5B_90",0.0070309184860614,"3R",27859546,27859546,"3R",10496725,10496725,27859546,10496725,TRUE,17362821,17362821,FALSE,420
"421","A6-Wild5B_103","A6-Wild5B_90",0.0070309184860614,"3R",29470824,29470824,"3R",10496725,10496725,29470824,10496725,TRUE,18974099,18974099,FALSE,421
"422","A6-Wild5B_36","A6-Wild5B_25",0.00771579803508182,"2L",19629864,19629864,"2L",10567015,10567015,19629864,10567015,TRUE,9062849,9062849,FALSE,422
"423","A6-Wild5B_39","A6-Wild5B_36",0.00771579803508182,"2L",20952528,20952528,"2L",19629864,19629864,20952528,19629864,TRUE,1322664,1322664,FALSE,423
"424","A6-Wild5B_47","A6-Wild5B_36",0.00771579803508182,"2L",7966456,7966456,"2L",19629864,19629864,7966456,19629864,TRUE,11663408,11663408,FALSE,424
"425","A6-Wild5B_110","A6-Wild5B_99",0.00771579803508182,"3R",14096156,14096156,"3R",27859546,27859546,14096156,27859546,TRUE,13763390,13763390,FALSE,425
"426","A6-Wild5B_110","A6-Wild5B_103",0.00771579803508182,"3R",14096156,14096156,"3R",29470824,29470824,14096156,29470824,TRUE,15374668,15374668,FALSE,426
"427","A6-Wild5B_110","A6-Wild5B_94",0.00772862941480401,"3R",14096156,14096156,"3R",20782843,20782843,14096156,20782843,TRUE,6686687,6686687,FALSE,427
"428","A6-Wild5B_120","A6-Wild5B_110",0.00772862941480401,"3R",22494566,22494566,"3R",14096156,14096156,22494566,14096156,TRUE,8398410,8398410,FALSE,428
"429","A6-Wild5B_36","A6-Wild5B_23",0.00773406344937442,"2L",19629864,19629864,"2L",2003771,2003771,19629864,2003771,TRUE,17626093,17626093,FALSE,429
"430","A6-Wild5B_55","A6-Wild5B_36",0.00773406344937442,"2L",18286654,18286654,"2L",19629864,19629864,18286654,19629864,TRUE,1343210,1343210,FALSE,430
"431","A6-Wild5B_118","A6-Wild5B_110",0.00773406344937442,"3R",20778651,20778651,"3R",14096156,14096156,20778651,14096156,TRUE,6682495,6682495,FALSE,431
"432","A6-Wild5B_40","A6-Wild5B_36",0.00773950513079624,"2L",21078116,21078116,"2L",19629864,19629864,21078116,19629864,TRUE,1448252,1448252,FALSE,432
"433","A6-Wild5B_46","A6-Wild5B_36",0.00773950513079624,"2L",7934109,7934109,"2L",19629864,19629864,7934109,19629864,TRUE,11695755,11695755,FALSE,433
"434","A6-Wild5B_110","A6-Wild5B_90",0.00773950513079624,"3R",14096156,14096156,"3R",10496725,10496725,14096156,10496725,TRUE,3599431,3599431,FALSE,434
"435","A6-Wild5B_56","A6-Wild5B_35",0.00842114110311858,"2L",18901797,18901797,"2L",18025740,18025740,18901797,18025740,TRUE,876057,876057,FALSE,435
"436","A6-Wild5B_56","A6-Wild5B_43",0.00842114110311858,"2L",18901797,18901797,"2L",3773642,3773642,18901797,3773642,TRUE,15128155,15128155,FALSE,436
"437","A6-Wild5B_66","A6-Wild5B_64",0.00842114110311858,"X",12634045,12634045,"X",10644563,10644563,12634045,10644563,TRUE,1989482,1989482,FALSE,437
"438","A6-Wild5B_82","A6-Wild5B_66",0.00842114110311858,"X",12348619,12348619,"X",12634045,12634045,12348619,12634045,TRUE,285426,285426,FALSE,438
"439","A6-Wild5B_66","A6-Wild5B_57",0.00842742882875596,"X",12634045,12634045,"X",996839,996839,12634045,996839,TRUE,11637206,11637206,FALSE,439
"440","A6-Wild5B_138","A6-Wild5B_133",0.00843447403506384,"2R",7735187,7735187,"2R",19073594,19073594,7735187,19073594,TRUE,11338407,11338407,FALSE,440
"441","A6-Wild5B_134","A6-Wild5B_128",0.00844522190147241,"2R",19547861,19547861,"2R",2309839,2311271,19547861,2310555,TRUE,17237306,17236590,FALSE,441
"442","A6-Wild5B_137","A6-Wild5B_128",0.00844522190147241,"2R",5950277,5950277,"2R",2309839,2311271,5950277,2310555,TRUE,3639722,3639006,FALSE,442
"443","A6-Wild5B_142","A6-Wild5B_128",0.00844522190147241,"2R",11778230,11778230,"2R",2309839,2311271,11778230,2310555,TRUE,9467675,9466959,FALSE,443
"444","A6-Wild5B_138","A6-Wild5B_132",0.00844634759832339,"2R",7735187,7735187,"2R",19053462,19053462,7735187,19053462,TRUE,11318275,11318275,FALSE,444
"445","A6-Wild5B_138","A6-Wild5B_129",0.00845229692512399,"2R",7735187,7735187,"2R",7479086,7479086,7735187,7479086,TRUE,256101,256101,FALSE,445
"446","A6-Wild5B_36","A6-Wild5B_35",0.00910817101126418,"2L",19629864,19629864,"2L",18025740,18025740,19629864,18025740,TRUE,1604124,1604124,FALSE,446
"447","A6-Wild5B_113","A6-Wild5B_110",0.00910817101126418,"3R",17243575,17243575,"3R",14096156,14096156,17243575,14096156,TRUE,3147419,3147419,FALSE,447
"448","A6-Wild5B_43","A6-Wild5B_36",0.00911455700994025,"2L",3773642,3773642,"2L",19629864,19629864,3773642,19629864,TRUE,15856222,15856222,FALSE,448
"449","A6-Wild5B_108","A6-Wild5B_99",0.00914019080573992,"3R",12789257,12789257,"3R",27859546,27859546,12789257,27859546,TRUE,15070289,15070289,FALSE,449
"450","A6-Wild5B_108","A6-Wild5B_103",0.00914019080573992,"3R",12789257,12789257,"3R",29470824,29470824,12789257,29470824,TRUE,16681567,16681567,FALSE,450
"451","A6-Wild5B_45","A6-Wild5B_38",0.00985190942798743,"2L",6316693,6316694,"2L",20715244,20715244,6316693.5,20715244,TRUE,14398550.5,14398550,FALSE,451
"452","A6-Wild5B_45","A6-Wild5B_41",0.00985190942798743,"2L",6316693,6316694,"2L",21783487,21783487,6316693.5,21783487,TRUE,15466793.5,15466793,FALSE,452
"453","A6-Wild5B_131","A6-Wild5B_128",0.0098553391402282,"2R",17375432,17375432,"2R",2309839,2311271,17375432,2310555,TRUE,15064877,15064161,FALSE,453
"454","A6-Wild5B_42","A6-Wild5B_35",0.0106931012374337,"2L",259124,259126,"2L",18025740,18025740,259125,18025740,TRUE,17766615,17766614,FALSE,454
"455","A6-Wild5B_7","A6-Wild5B_2",0.0106931012374337,"3L",3081513,3081513,"3L",5841802,5841802,3081513,5841802,TRUE,2760289,2760289,FALSE,455
"456","A6-Wild5B_16","A6-Wild5B_7",0.0106931012374337,"3L",17566666,17566666,"3L",3081513,3081513,17566666,3081513,TRUE,14485153,14485153,FALSE,456
"457","A6-Wild5B_17","A6-Wild5B_7",0.0106995697480518,"3L",17612244,17612244,"3L",3081513,3081513,17612244,3081513,TRUE,14530731,14530731,FALSE,457
"458","A6-Wild5B_43","A6-Wild5B_42",0.0107007296469423,"2L",3773642,3773642,"2L",259124,259126,3773642,259125,TRUE,3514517,3514516,FALSE,458
"459","A6-Wild5B_18","A6-Wild5B_2",0.0107007296469423,"3L",18063281,18063281,"3L",5841802,5841802,18063281,5841802,TRUE,12221479,12221479,FALSE,459
"460","A6-Wild5B_8","A6-Wild5B_7",0.0107007296469423,"3L",4001152,4001152,"3L",3081513,3081513,4001152,3081513,TRUE,919639,919639,FALSE,460
"461","A6-Wild5B_18","A6-Wild5B_16",0.0107007296469423,"3L",18063281,18063281,"3L",17566666,17566666,18063281,17566666,TRUE,496615,496615,FALSE,461
"462","A6-Wild5B_42","A6-Wild5B_25",0.0107026614642797,"2L",259124,259126,"2L",10567015,10567015,259125,10567015,TRUE,10307890,10307889,FALSE,462
"463","A6-Wild5B_42","A6-Wild5B_39",0.0107026614642797,"2L",259124,259126,"2L",20952528,20952528,259125,20952528,TRUE,20693403,20693402,FALSE,463
"464","A6-Wild5B_47","A6-Wild5B_42",0.0107026614642797,"2L",7966456,7966456,"2L",259124,259126,7966456,259125,TRUE,7707331,7707330,FALSE,464
"465","A6-Wild5B_7","A6-Wild5B_4",0.0107026614642797,"3L",3081513,3081513,"3L",12008163,12008163,3081513,12008163,TRUE,8926650,8926650,FALSE,465
"466","A6-Wild5B_18","A6-Wild5B_4",0.0107026614642797,"3L",18063281,18063281,"3L",12008163,12008163,18063281,12008163,TRUE,6055118,6055118,FALSE,466
"467","A6-Wild5B_9","A6-Wild5B_7",0.0107026614642797,"3L",4840417,4840417,"3L",3081513,3081513,4840417,3081513,TRUE,1758904,1758904,FALSE,467
"468","A6-Wild5B_18","A6-Wild5B_9",0.0107026614642797,"3L",18063281,18063281,"3L",4840417,4840417,18063281,4840417,TRUE,13222864,13222864,FALSE,468
"469","A6-Wild5B_18","A6-Wild5B_17",0.0107072073822903,"3L",18063281,18063281,"3L",17612244,17612244,18063281,17612244,TRUE,451037,451037,FALSE,469
"470","A6-Wild5B_7","A6-Wild5B_3",0.0107083689485721,"3L",3081513,3081513,"3L",9319648,9319648,3081513,9319648,TRUE,6238135,6238135,FALSE,470
"471","A6-Wild5B_18","A6-Wild5B_8",0.0107083689485721,"3L",18063281,18063281,"3L",4001152,4001152,18063281,4001152,TRUE,14062129,14062129,FALSE,471
"472","A6-Wild5B_18","A6-Wild5B_3",0.0107160191656683,"3L",18063281,18063281,"3L",9319648,9319648,18063281,9319648,TRUE,8743633,8743633,FALSE,472
"473","A6-Wild5B_42","A6-Wild5B_23",0.0107179565411652,"2L",259124,259126,"2L",2003771,2003771,259125,2003771,TRUE,1744646,1744645,FALSE,473
"474","A6-Wild5B_55","A6-Wild5B_42",0.0107179565411652,"2L",18286654,18286654,"2L",259124,259126,18286654,259125,TRUE,18027529,18027528,FALSE,474
"475","A6-Wild5B_11","A6-Wild5B_7",0.0107179565411652,"3L",8894574,8894574,"3L",3081513,3081513,8894574,3081513,TRUE,5813061,5813061,FALSE,475
"476","A6-Wild5B_19","A6-Wild5B_7",0.0107179565411652,"3L",20713459,20713459,"3L",3081513,3081513,20713459,3081513,TRUE,17631946,17631946,FALSE,476
"477","A6-Wild5B_20","A6-Wild5B_7",0.0107179565411652,"3L",22204693,22204693,"3L",3081513,3081513,22204693,3081513,TRUE,19123180,19123180,FALSE,477
"478","A6-Wild5B_18","A6-Wild5B_11",0.0107179565411652,"3L",18063281,18063281,"3L",8894574,8894574,18063281,8894574,TRUE,9168707,9168707,FALSE,478
"479","A6-Wild5B_19","A6-Wild5B_18",0.0107179565411652,"3L",20713459,20713459,"3L",18063281,18063281,20713459,18063281,TRUE,2650178,2650178,FALSE,479
"480","A6-Wild5B_20","A6-Wild5B_18",0.0107179565411652,"3L",22204693,22204693,"3L",18063281,18063281,22204693,18063281,TRUE,4141412,4141412,FALSE,480
"481","A6-Wild5B_42","A6-Wild5B_40",0.0107256204852194,"2L",259124,259126,"2L",21078116,21078116,259125,21078116,TRUE,20818991,20818990,FALSE,481
"482","A6-Wild5B_46","A6-Wild5B_42",0.0107256204852194,"2L",7934109,7934109,"2L",259124,259126,7934109,259125,TRUE,7674984,7674983,FALSE,482
"483","A6-Wild5B_115","A6-Wild5B_99",0.0112503766656874,"3R",17494003,17494003,"3R",27859546,27859546,17494003,27859546,TRUE,10365543,10365543,FALSE,483
"484","A6-Wild5B_115","A6-Wild5B_103",0.0112503766656874,"3R",17494003,17494003,"3R",29470824,29470824,17494003,29470824,TRUE,11976821,11976821,FALSE,484
"485","A6-Wild5B_81","A6-Wild5B_61",0.0112503766656874,"X",12314203,12314203,"X",6307214,6307214,12314203,6307214,TRUE,6006989,6006989,FALSE,485
"486","A6-Wild5B_45","A6-Wild5B_34",0.0112575102896592,"2L",6316693,6316694,"2L",17945784,17945784,6316693.5,17945784,TRUE,11629090.5,11629090,FALSE,486
"487","A6-Wild5B_54","A6-Wild5B_45",0.0112575102896592,"2L",17088368,17088368,"2L",6316693,6316694,17088368,6316693.5,TRUE,10771674.5,10771674,FALSE,487
"488","A6-Wild5B_114","A6-Wild5B_99",0.0112582930769735,"3R",17271847,17271847,"3R",27859546,27859546,17271847,27859546,TRUE,10587699,10587699,FALSE,488
"489","A6-Wild5B_114","A6-Wild5B_103",0.0112582930769735,"3R",17271847,17271847,"3R",29470824,29470824,17271847,29470824,TRUE,12198977,12198977,FALSE,489
"490","A6-Wild5B_10","A6-Wild5B_2",0.0112599237180331,"3L",5716940,5716940,"3L",5841802,5841802,5716940,5841802,TRUE,124862,124862,FALSE,490
"491","A6-Wild5B_16","A6-Wild5B_10",0.0112599237180331,"3L",17566666,17566666,"3L",5716940,5716940,17566666,5716940,TRUE,11849726,11849726,FALSE,491
"492","A6-Wild5B_45","A6-Wild5B_31",0.0112654368063115,"2L",6316693,6316694,"2L",15077860,15077860,6316693.5,15077860,TRUE,8761166.5,8761166,FALSE,492
"493","A6-Wild5B_50","A6-Wild5B_45",0.0112654368063115,"2L",12245969,12245969,"2L",6316693,6316694,12245969,6316693.5,TRUE,5929275.5,5929275,FALSE,493
"494","A6-Wild5B_51","A6-Wild5B_45",0.0112654368063115,"2L",14671836,14671836,"2L",6316693,6316694,14671836,6316693.5,TRUE,8355142.5,8355142,FALSE,494
"495","A6-Wild5B_10","A6-Wild5B_8",0.0112678535908091,"3L",5716940,5716940,"3L",4001152,4001152,5716940,4001152,TRUE,1715788,1715788,FALSE,495
"496","A6-Wild5B_45","A6-Wild5B_22",0.0112733744934045,"2L",6316693,6316694,"2L",262632,262632,6316693.5,262632,TRUE,6054061.5,6054061,FALSE,496
"497","A6-Wild5B_56","A6-Wild5B_25",0.0112741593699734,"2L",18901797,18901797,"2L",10567015,10567015,18901797,10567015,TRUE,8334782,8334782,FALSE,497
"498","A6-Wild5B_56","A6-Wild5B_39",0.0112741593699734,"2L",18901797,18901797,"2L",20952528,20952528,18901797,20952528,TRUE,2050731,2050731,FALSE,498
"499","A6-Wild5B_56","A6-Wild5B_47",0.0112741593699734,"2L",18901797,18901797,"2L",7966456,7966456,18901797,7966456,TRUE,10935341,10935341,FALSE,499
"500","A6-Wild5B_134","A6-Wild5B_131",0.0112741593699734,"2R",19547861,19547861,"2R",17375432,17375432,19547861,17375432,TRUE,2172429,2172429,FALSE,500
"501","A6-Wild5B_137","A6-Wild5B_131",0.0112741593699734,"2R",5950277,5950277,"2R",17375432,17375432,5950277,17375432,TRUE,11425155,11425155,FALSE,501
"502","A6-Wild5B_142","A6-Wild5B_131",0.0112741593699734,"2R",11778230,11778230,"2R",17375432,17375432,11778230,17375432,TRUE,5597202,5597202,FALSE,502
"503","A6-Wild5B_66","A6-Wild5B_61",0.0112741593699734,"X",12634045,12634045,"X",6307214,6307214,12634045,6307214,TRUE,6326831,6326831,FALSE,503
"504","A6-Wild5B_10","A6-Wild5B_3",0.0112757946410301,"3L",5716940,5716940,"3L",9319648,9319648,5716940,9319648,TRUE,3602708,3602708,FALSE,504
"505","A6-Wild5B_42","A6-Wild5B_36",0.0114263447641288,"2L",259124,259126,"2L",19629864,19629864,259125,19629864,TRUE,19370739,19370738,FALSE,505
"506","A6-Wild5B_17","A6-Wild5B_2",0.0119523245487627,"3L",17612244,17612244,"3L",5841802,5841802,17612244,5841802,TRUE,11770442,11770442,FALSE,506
"507","A6-Wild5B_17","A6-Wild5B_16",0.0119523245487627,"3L",17612244,17612244,"3L",17566666,17566666,17612244,17566666,TRUE,45578,45578,FALSE,507
"508","A6-Wild5B_38","A6-Wild5B_35",0.0119600999928006,"2L",20715244,20715244,"2L",18025740,18025740,20715244,18025740,TRUE,2689504,2689504,FALSE,508
"509","A6-Wild5B_41","A6-Wild5B_35",0.0119600999928006,"2L",21783487,21783487,"2L",18025740,18025740,21783487,18025740,TRUE,3757747,3757747,FALSE,509
"510","A6-Wild5B_17","A6-Wild5B_8",0.0119607340869036,"3L",17612244,17612244,"3L",4001152,4001152,17612244,4001152,TRUE,13611092,13611092,FALSE,510
"511","A6-Wild5B_43","A6-Wild5B_38",0.0119685204691191,"2L",3773642,3773642,"2L",20715244,20715244,3773642,20715244,TRUE,16941602,16941602,FALSE,511
"512","A6-Wild5B_43","A6-Wild5B_41",0.0119685204691191,"2L",3773642,3773642,"2L",21783487,21783487,3773642,21783487,TRUE,18009845,18009845,FALSE,512
"513","A6-Wild5B_113","A6-Wild5B_105",0.0119685204691191,"3R",17243575,17243575,"3R",4821131,4821131,17243575,4821131,TRUE,12422444,12422444,FALSE,513
"514","A6-Wild5B_85","A6-Wild5B_64",0.0119685204691191,"X",19790921,19790921,"X",10644563,10644563,19790921,10644563,TRUE,9146358,9146358,FALSE,514
"515","A6-Wild5B_85","A6-Wild5B_82",0.0119685204691191,"X",19790921,19790921,"X",12348619,12348619,19790921,12348619,TRUE,7442302,7442302,FALSE,515
"516","A6-Wild5B_17","A6-Wild5B_3",0.0119691554674104,"3L",17612244,17612244,"3L",9319648,9319648,17612244,9319648,TRUE,8292596,8292596,FALSE,516
"517","A6-Wild5B_38","A6-Wild5B_25",0.0119706558917218,"2L",20715244,20715244,"2L",10567015,10567015,20715244,10567015,TRUE,10148229,10148229,FALSE,517
"518","A6-Wild5B_41","A6-Wild5B_25",0.0119706558917218,"2L",21783487,21783487,"2L",10567015,10567015,21783487,10567015,TRUE,11216472,11216472,FALSE,518
"519","A6-Wild5B_39","A6-Wild5B_38",0.0119706558917218,"2L",20952528,20952528,"2L",20715244,20715244,20952528,20715244,TRUE,237284,237284,FALSE,519
"520","A6-Wild5B_47","A6-Wild5B_38",0.0119706558917218,"2L",7966456,7966456,"2L",20715244,20715244,7966456,20715244,TRUE,12748788,12748788,FALSE,520
"521","A6-Wild5B_41","A6-Wild5B_39",0.0119706558917218,"2L",21783487,21783487,"2L",20952528,20952528,21783487,20952528,TRUE,830959,830959,FALSE,521
"522","A6-Wild5B_47","A6-Wild5B_41",0.0119706558917218,"2L",7966456,7966456,"2L",21783487,21783487,7966456,21783487,TRUE,13817031,13817031,FALSE,522
"523","A6-Wild5B_17","A6-Wild5B_10",0.0119750644394008,"3L",17612244,17612244,"3L",5716940,5716940,17612244,5716940,TRUE,11895304,11895304,FALSE,523
"524","A6-Wild5B_17","A6-Wild5B_4",0.0119759475392696,"3L",17612244,17612244,"3L",12008163,12008163,17612244,12008163,TRUE,5604081,5604081,FALSE,524
"525","A6-Wild5B_17","A6-Wild5B_9",0.0119759475392696,"3L",17612244,17612244,"3L",4840417,4840417,17612244,4840417,TRUE,12771827,12771827,FALSE,525
"526","A6-Wild5B_105","A6-Wild5B_94",0.0119790912640805,"3R",4821131,4821131,"3R",20782843,20782843,4821131,20782843,TRUE,15961712,15961712,FALSE,526
"527","A6-Wild5B_120","A6-Wild5B_105",0.0119790912640805,"3R",22494566,22494566,"3R",4821131,4821131,22494566,4821131,TRUE,17673435,17673435,FALSE,527
"528","A6-Wild5B_85","A6-Wild5B_65",0.0119790912640805,"X",19790921,19790921,"X",11427328,11427328,19790921,11427328,TRUE,8363593,8363593,FALSE,528
"529","A6-Wild5B_115","A6-Wild5B_105",0.0119819824517898,"3R",17494003,17494003,"3R",4821131,4821131,17494003,4821131,TRUE,12672872,12672872,FALSE,529
"530","A6-Wild5B_85","A6-Wild5B_81",0.0119819824517898,"X",19790921,19790921,"X",12314203,12314203,19790921,12314203,TRUE,7476718,7476718,FALSE,530
"531","A6-Wild5B_38","A6-Wild5B_23",0.011987538533457,"2L",20715244,20715244,"2L",2003771,2003771,20715244,2003771,TRUE,18711473,18711473,FALSE,531
"532","A6-Wild5B_41","A6-Wild5B_23",0.011987538533457,"2L",21783487,21783487,"2L",2003771,2003771,21783487,2003771,TRUE,19779716,19779716,FALSE,532
"533","A6-Wild5B_55","A6-Wild5B_38",0.011987538533457,"2L",18286654,18286654,"2L",20715244,20715244,18286654,20715244,TRUE,2428590,2428590,FALSE,533
"534","A6-Wild5B_55","A6-Wild5B_41",0.011987538533457,"2L",18286654,18286654,"2L",21783487,21783487,18286654,21783487,TRUE,3496833,3496833,FALSE,534
"535","A6-Wild5B_118","A6-Wild5B_105",0.011987538533457,"3R",20778651,20778651,"3R",4821131,4821131,20778651,4821131,TRUE,15957520,15957520,FALSE,535
"536","A6-Wild5B_114","A6-Wild5B_105",0.011990433825818,"3R",17271847,17271847,"3R",4821131,4821131,17271847,4821131,TRUE,12450716,12450716,FALSE,536
"537","A6-Wild5B_17","A6-Wild5B_11",0.0119928450627915,"3L",17612244,17612244,"3L",8894574,8894574,17612244,8894574,TRUE,8717670,8717670,FALSE,537
"538","A6-Wild5B_19","A6-Wild5B_17",0.0119928450627915,"3L",20713459,20713459,"3L",17612244,17612244,20713459,17612244,TRUE,3101215,3101215,FALSE,538
"539","A6-Wild5B_20","A6-Wild5B_17",0.0119928450627915,"3L",22204693,22204693,"3L",17612244,17612244,22204693,17612244,TRUE,4592449,4592449,FALSE,539
"540","A6-Wild5B_40","A6-Wild5B_38",0.0119959977250382,"2L",21078116,21078116,"2L",20715244,20715244,21078116,20715244,TRUE,362872,362872,FALSE,540
"541","A6-Wild5B_46","A6-Wild5B_38",0.0119959977250382,"2L",7934109,7934109,"2L",20715244,20715244,7934109,20715244,TRUE,12781135,12781135,FALSE,541
"542","A6-Wild5B_41","A6-Wild5B_40",0.0119959977250382,"2L",21783487,21783487,"2L",21078116,21078116,21783487,21078116,TRUE,705371,705371,FALSE,542
"543","A6-Wild5B_46","A6-Wild5B_41",0.0119959977250382,"2L",7934109,7934109,"2L",21783487,21783487,7934109,21783487,TRUE,13849378,13849378,FALSE,543
"544","A6-Wild5B_105","A6-Wild5B_90",0.0119959977250382,"3R",4821131,4821131,"3R",10496725,10496725,4821131,10496725,TRUE,5675594,5675594,FALSE,544
"545","A6-Wild5B_105","A6-Wild5B_99",0.0119959977250382,"3R",4821131,4821131,"3R",27859546,27859546,4821131,27859546,TRUE,23038415,23038415,FALSE,545
"546","A6-Wild5B_105","A6-Wild5B_103",0.0119959977250382,"3R",4821131,4821131,"3R",29470824,29470824,4821131,29470824,TRUE,24649693,24649693,FALSE,546
"547","A6-Wild5B_85","A6-Wild5B_61",0.0119959977250382,"X",19790921,19790921,"X",6307214,6307214,19790921,6307214,TRUE,13483707,13483707,FALSE,547
"548","A6-Wild5B_138","A6-Wild5B_134",0.0120009307022721,"2R",7735187,7735187,"2R",19547861,19547861,7735187,19547861,TRUE,11812674,11812674,FALSE,548
"549","A6-Wild5B_138","A6-Wild5B_137",0.0120009307022721,"2R",7735187,7735187,"2R",5950277,5950277,7735187,5950277,TRUE,1784910,1784910,FALSE,549
"550","A6-Wild5B_142","A6-Wild5B_138",0.0120009307022721,"2R",11778230,11778230,"2R",7735187,7735187,11778230,7735187,TRUE,4043043,4043043,FALSE,550
"551","A6-Wild5B_80","A6-Wild5B_64",0.0120172645330113,"X",11420634,11420634,"X",10644563,10644563,11420634,10644563,TRUE,776071,776071,FALSE,551
"552","A6-Wild5B_82","A6-Wild5B_80",0.0120257657041802,"X",12348619,12348619,"X",11420634,11420634,12348619,11420634,TRUE,927985,927985,FALSE,552
"553","A6-Wild5B_139","A6-Wild5B_134",0.0120264009165981,"2R",8174647,8174647,"2R",19547861,19547861,8174647,19547861,TRUE,11373214,11373214,FALSE,553
